Item LC 116,Descrição Item,CÓDIGO NACIONAL,CNAE,NBS,DESCRIÇÃO NBS,cClassTrib,nome cClassTrib,ONDA DE CADASTRO,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6201501,1.1503.00.00,Serviços de projeto e desenvolvimento de redes em tecnologia da informação (TI) ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6202300,1.1503.00.00,Serviços de projeto e desenvolvimento de redes em tecnologia da informação (TI) ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6203100,1.1503.00.00,Serviços de projeto e desenvolvimento de redes em tecnologia da informação (TI) ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6204000,1.1503.00.00,Serviços de projeto e desenvolvimento de redes em tecnologia da informação (TI) ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6201501,1.1504.00.00,Serviços de projeto e desenvolvimento de topografias de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6202300,1.1504.00.00,Serviços de projeto e desenvolvimento de topografias de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6203100,1.1504.00.00,Serviços de projeto e desenvolvimento de topografias de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6204000,1.1504.00.00,Serviços de projeto e desenvolvimento de topografias de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6201501,1.1505.00.00,Serviços de projeto de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6202300,1.1505.00.00,Serviços de projeto de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6203100,1.1505.00.00,Serviços de projeto de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6204000,1.1505.00.00,Serviços de projeto de circuitos integrados ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6201501,1.1507.10.00,Serviços de gerenciamento de redes em tecnologia da informação (TI),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6202300,1.1507.10.00,Serviços de gerenciamento de redes em tecnologia da informação (TI),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6203100,1.1507.10.00,Serviços de gerenciamento de redes em tecnologia da informação (TI),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6204000,1.1507.10.00,Serviços de gerenciamento de redes em tecnologia da informação (TI),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6201501,1.1507.20.00,Serviços de gerenciamento de sistemas computacionais ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6202300,1.1507.20.00,Serviços de gerenciamento de sistemas computacionais ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6203100,1.1507.20.00,Serviços de gerenciamento de sistemas computacionais ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6204000,1.1507.20.00,Serviços de gerenciamento de sistemas computacionais ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6201501,1.1507.90.00,Serviços de gerenciamento de infraestrutura em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6202300,1.1507.90.00,Serviços de gerenciamento de infraestrutura em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6203100,1.1507.90.00,Serviços de gerenciamento de infraestrutura em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.01,Análise E Desenvolvimento De Sistemas.,010101,6204000,1.1507.90.00,Serviços de gerenciamento de infraestrutura em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,1.02 - Programação.,010201,6201501,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,2° ONDA (Thiago Paulino),,,,
01.02,Programação.,010201,6022501,1.1502.10.00,"Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6201501,1.1502.10.00,"Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6201502,1.1502.10.00,"Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6202300,1.1502.10.00,"Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,0203100,1.1502.10.00,"Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6204000,1.1502.10.00,"Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6022501,1.1502.20.00,"Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos e programas personalizados (customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6201501,1.1502.20.00,"Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos e programas personalizados (customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6201502,1.1502.20.00,"Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos e programas personalizados (customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6202300,1.1502.20.00,"Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos e programas personalizados (customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,0203100,1.1502.20.00,"Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos e programas personalizados (customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6204000,1.1502.20.00,"Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos e programas personalizados (customizados) ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6022501,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6201502,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6202300,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,0203100,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6204000,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.02,Programação.,010201,6022501,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200043,Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,6201502,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200043,Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,6202300,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200043,Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,0203100,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200043,Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,6204000,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200043,Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,6022501,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200044,Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,6201502,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200044,Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,6202300,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200044,Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,0203100,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200044,Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI),1° ONDA,,,,
01.02,Programação.,010201,6204000,1.1502.90.00,Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (TI) não classificados em subposições anteriores,200044,Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI),1° ONDA,,,,
01.03,"1.03 - Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de
 informação, entre outros formatos, e congêneres.",010301,6209100, 1.1506.10.00,Serviços de hospedagem de sítios eletrônicos na rede mundial de computadores ,000001,Situações tributadas integralmente pelo IBS e CBS.,2° ONDA (Thiago Paulino),,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,1830003,1.1506.10.00,Serviços de hospedagem de sítios eletrônicos na rede mundial de computadores ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6190601,1.1506.10.00,Serviços de hospedagem de sítios eletrônicos na rede mundial de computadores ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6311900,1.1506.10.00,Serviços de hospedagem de sítios eletrônicos na rede mundial de computadores ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6319400,1.1506.10.00,Serviços de hospedagem de sítios eletrônicos na rede mundial de computadores ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,1830003,1.1506.21.00,Serviços de hospedagem de aplicativos e programas software como serviço (SaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6190601,1.1506.21.00,Serviços de hospedagem de aplicativos e programas software como serviço (SaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6311900,1.1506.21.00,Serviços de hospedagem de aplicativos e programas software como serviço (SaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6319400,1.1506.21.00,Serviços de hospedagem de aplicativos e programas software como serviço (SaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,1830003,1.1506.22.00,Serviços de fornecimento de infraestrutura como serviço (IaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6190601,1.1506.22.00,Serviços de fornecimento de infraestrutura como serviço (IaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6311900,1.1506.22.00,Serviços de fornecimento de infraestrutura como serviço (IaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6319400,1.1506.22.00,Serviços de fornecimento de infraestrutura como serviço (IaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,1830003,1.1506.23.00,Serviços de fornecimento de plataformas como serviço (PaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6190601,1.1506.23.00,Serviços de fornecimento de plataformas como serviço (PaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6311900,1.1506.23.00,Serviços de fornecimento de plataformas como serviço (PaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6319400,1.1506.23.00,Serviços de fornecimento de plataformas como serviço (PaaS),000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,1830003,1.1506.29.00,Serviços de hospedagem de aplicativos e programas não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6190601,1.1506.29.00,Serviços de hospedagem de aplicativos e programas não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6311900,1.1506.29.00,Serviços de hospedagem de aplicativos e programas não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
01.03,"Processamento, Armazenamento Ou Hospedagem De Dados, Textos, Imagens, Vídeos, Páginas Eletrônicas, Aplicativos E Sistemas De Informação, Entre Outros Formatos, E Congêneres. (Redação Dada Pela Lei Complementar Nº 157, De 2016)",010302,6319400,1.1506.29.00,Serviços de hospedagem de aplicativos e programas não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
